AirlineID,Name,Alias,IATA,ICAO,Country
1765,China Ocean Helicopter Corporation,\N,,CHC,China
1766,China Postal Airlines,\N,8Y,CYZ,China
1767,China Southern Airlines,\N,CZ,CSN,China
1768,China Southwest Airlines,\N,,CXN,China
1769,China United Airlines,\N,HR,CUA,China
1770,China Xinhua Airlines,\N,XO,CXH,China
1771,Yunnan Airlines,\N,3Q,CYH,China
1772,Chinguetti Airlines,\N,,CGU,Mauritania
1773,Chipola Aviation,\N,,CEP,United States
1774,Chippewa Air Commuter,\N,,CPW,United States
1775,Chitaavia,\N,X7,CHF,Russia
1776,Christman Air System,\N,,CAS,United States
1777,Christophorus Flugrettungsverein,\N,,OEC,Austria
1778,Chrome Air Services,\N,,CHO,United States
1779,Church Aircraft,\N,,CHU,United States
1780,Cielos Airlines,\N,A2,CIU,Peru
1781,Cimber Air,\N,QI,CIM,Denmark
1782,Cirrus,\N,,RRU,Chile
1783,Cirrus Air,\N,,NTS,United States
1784,Cirrus Airlines,\N,C9,RUS,Germany
1785,Cirrus Middle East,\N,,JTI,Lebanon
1786,Citationshares,\N,,FIV,United States
1787,Citibank,\N,,XCX,United States
1788,Citic General Aviation,\N,,HZX,China
1789,City Airline,\N,CF,SDR,Sweden
1790,City Connexion Airlines,\N,G3,CIX,Burundi
1791,City of Bangor,\N,,XBG,United States
1792,CityJet,\N,WX,BCY,Ireland
1793,Cityair (Chester) Limited,\N,,CAQ,United Kingdom
1794,Cityfly,\N,,CII,Italy
1795,BA CityFlyer,\N,CJ,CFE,United Kingdom
1796,Cityline Hungary,\N,,CNB,Hungary
1797,Citylink Airlines,\N,,HSR,United States
1798,Civair Airways,\N,,CIW,South Africa
1799,Civil Air Patrol South Carolina Wing,\N,,BKR,United States
1800,Civil Air Transport,\N,CT,CAT,Taiwan
1801,Civil Aviation Authority,\N,,CIA,Slovakia
1802,Civil Aviation Authority of New Zealand,\N,,CIV,New Zealand
1803,Civil Aviation Inspectorate of the Czech Republic,\N,,CBA,Czech Republic
1804,Claessens International Limited,\N,,FMC,United Kingdom
1805,Clark Aviation,\N,,CLK,United States
1806,Clasair,\N,,CSF,United Kingdom
1807,Clay Lacy Aviation,\N,,CLY,United States
1808,Click Airways,\N,,CGK,Kyrgyzstan
1809,Cloud 9 Air Charters,\N,,CLZ,South Africa
1810,Clowes Estates Limited,\N,,CLD,United Kingdom
1811,Club 328,\N,,SDJ,United Kingdom
1812,Club Air,\N,6P,ISG,Italy
1813,Coast Air,\N,BX,CST,Norway
1814,Coastal Air,\N,DQ,,United States
1815,Coastal Air Transport,\N,,TCL,United States
1816,Coastal Airways,\N,,CNG,United States
1817,Coastal Travels,\N,,CSV,Tanzania
1818,Cohlmia Aviation,\N,,CHL,United States
1819,Colaereos,\N,,OLR,Ecuador
1820,Colemill Enterprises,\N,,CLE,United States
1821,Colgan Air,\N,9L,CJC,United States
1822,Colibri Aviation,\N,,CAE,Canada
1823,Colt International,\N,,CCX,United States
1824,Columbia Airlines,\N,,COL,Canada
1825,Columbia Helicopters,\N,,WCO,United States
1826,Columbus Air Transport,\N,,KLR,United States
1827,Colvin Aviation,\N,,GHP,United States
1828,Comair,\N,OH,COM,United States
1829,Comair,\N,MN,CAW,South Africa
1830,Comed Group,\N,,CDE,United Kingdom
1831,Comeravia,\N,,CVV,Venezuela
1832,Comercial Aerea,\N,,CRS,Mexico
1833,Comet Airlines,\N,,CMG,Nigeria
1834,Comfort Air,\N,,FYN,Germany
1835,Comlux Aviation,\N,,CLA,Switzerland
1836,Commair Aviation,\N,,CMH,United Kingdom
1837,Commandement Du Transport Aerien Militaire Francais,\N,,CTM,France
1838,Commander Air Charter,\N,,CML,Canada
1839,Commander Mexicana,\N,,CRM,Mexico
1840,Commercial Aviation,\N,,CMS,Canada
1841,Commodore Aviation,\N,,GAR,Australia
1842,Commonwealth Jet Service,\N,,CJS,United States
1843,CommutAir,\N,C5,UCA,United States
1844,Comores Airlines,\N,KR,CWK,Comoros
1845,Compagnia Generale Ripreseaeree,\N,,CGR,Italy
1846,Compagnie Aerienne du Mali,\N,,CMM,Mali
1847,Compagnie Mauritanienne Des Transports,\N,,CPM,Mauritania
1848,Compagnie de Bauxites de Guinee,\N,,GIC,Guinea
1849,Compania Aerea de Valencia,\N,,AIF,Spain
1850,Compania Aerotecnicas Fotograficas,\N,,ATF,Spain
1851,Compania Boliviana de Transporte Aereo Privado Aerosur,\N,,ASU,ASUR
1852,Compania De Actividades Y Servicios De Aviacion,\N,,LCT,Spain
1853,Compania Ejecutiva,\N,,EJV,Mexico
1854,Compania Helicopteros Del Sureste,\N,,HSE,Spain
1855,Compania Mexicana De Aeroplanos,\N,,MDR,Mexico
1856,Compania Mexicargo,\N,GJ,MXC,Mexico
1857,Compania Transportes Aereos Del Sur,\N,,HSS,Spain
1858,Compania de Servicios Aereos Tavisa,\N,,TAV,Spain
1859,Company Flight,\N,,CYF,Denmark
1860,Compass Airlines,\N,CP,CPZ,United States
1861,Compass International Airways,\N,,CPS,United Kingdom
1862,Compuflight Operations Service,\N,,XCO,United States
1863,Compuserve Incorporated,\N,,XCS,United States
1864,Conair Aviation,\N,,CRC,Canada
1865,Concordavia,\N,,COD,Ukraine
1866,Condor Aero Services,\N,,CNR,United States
1867,Condor,\N,,CIB,Germany
1868,Condor Flugdienst,\N,DE,CFG,Germany
1869,Confort Air,\N,,COF,Canada
1870,Congo Air,\N,,CAK,Bahamas
1871,Congressional Air,\N,,CGA,United States
1872,Conifair Aviation,\N,,ROY,Canada
1873,Connectair Charters,\N,,BSN,Canada
1874,Conquest Airlines,\N,,CAC,United States
1875,Conroe Aviation Services,\N,,CXO,United States
1876,Consorcio Aviaxsa,\N,6A,CHP,Mexico
1877,Consorcio Helitec,\N,,VCH,Venezuela
1878,Constanta Airline,\N,,UZA,Ukraine
1879,Contact Air,Contactair,C3,KIS,Germany
1880,Contel ASC,\N,,XCL,United States
1881,Continental Airlines,\N,CO,COA,United States
1882,Continental Airways,\N,PC,PVV,Russia
1883,Continental Express,\N,CO,,United States
1884,Continental Micronesia,\N,CS,CMI,United States
1885,Continental Oil,\N,,CON,United States
1886,Conviasa,\N,V0,VCV,Venezuela
1887,Cook Inlet Aviation,\N,,CKA,United States
1888,Cooper Aerial Surveys,\N,,SVY,United Kingdom
1889,Copa Airlines,\N,CM,CMP,Panama
1890,Copenhagen Airtaxi,\N,,CAT,Denmark
1891,Copper State Air Service,\N,,COP,United States
1892,Copterline,\N,,AAQ,Finland
1893,Coptrade Air Transport,\N,,CCW,Sudan
1894,Corendon Airlines,\N,,CAI,Turkey
1895,Coronado Aerolineas,\N,,CRA,Colombia
1896,Corpac Canada,\N,,CPB,Canada
1897,Corporacion Aereo Cencor,\N,,CNC,Mexico
1898,Corporacion Aeroangeles,\N,,CPG,Mexico
1899,Corporacion Paraguaya De Aeronautica,\N,,CGY,Paraguay
1900,Corporate Air,\N,,CPT,United States
1901,Corporate Air,\N,,CPR,United States
1902,Corporate Aircraft Company,\N,,CPO,United States
1903,Corporate Airlink,\N,,COO,Canada
1904,Corporate Aviation Services,\N,,CKE,United States
1905,Corporate Flight International,\N,,VHT,United States
1906,Corporate Flight Management,\N,,VTE,United States
1907,Corporate Jets,\N,,CJI,United States
1908,Corsairfly,\N,SS,CRL,France
1909,Corse-Mediterranee,\N,XK,CCM,France
1910,Cosmic Air,\N,F5,COZ,Nepal
1911,Cougar Helicopters,\N,,CHI,Canada
1912,Coulson Flying Service,\N,,MGB,United Kingdom
1913,Country Connection Airlines,\N,,NSW,Australia
1914,Country International Airlines,\N,,CIK,Kyrgyzstan
1915,Courier Services,\N,,CSD,United States
1916,Court Helicopters,\N,,CUT,South Africa
1917,Coval Air,\N,,CVL,Canada
1918,Cowi,\N,,COW,Netherlands
1919,Coyne Aviation,\N,,COY,United Kingdom
1920,Cranfield University,\N,,CFD,United Kingdom
1921,Cree Airways,\N,,CRE,Canada
1922,Crelam,\N,,ELM,Mexico
1923,Crest Aviation,\N,,CAN,United Kingdom
1924,Crimea Universal Avia,\N,,KRM,Ukraine
1925,Croatia Airlines,\N,OU,CTN,Croatia
1926,Croatian Air Force,\N,,HRZ,Croatia
1927,Cross Aviation,\N,,CRX,United Kingdom
1928,Crossair Europe,\N,QE,ECC,Switzerland
1929,Crow Executive Air,\N,,CWX,United States
1930,Crown Air Systems,\N,,CKR,United States
1931,Crown Airways,\N,,CRO,United States
1932,Crownair,\N,,CRW,Canada
1933,Cruiser Linhas Aereas,\N,,VCR,Brazil
1934,Cryderman Air Service,\N,,CTY,United States
1935,Crystal Shamrock,\N,,CYT,United States
1936,Cubana de Aviación,\N,CU,CUB,Cuba
1937,Cumberland Airways (Nicholson Air Service),\N,,CBL,United States
1938,Custom Air Transport,\N,,CTT,United States
1939,Cygnus Air,\N,,RGN,Spain
1940,Cyprair Tours,\N,,CYC,Cyprus
1941,Cypress Airlines,\N,,CYS,Canada
1942,Cyprus Airways,\N,CY,CYP,Cyprus
1943,Cyprus Turkish Airlines,\N,YK,,Turkey
1944,Czech Air Force,\N,,CEF,Czech Republic
1945,Czech Air Handling,\N,,AHD,Czech Republic
1946,Czech Airlines,CSA Czech Airlines,OK,CSA,Czech Republic
1947,Czech Government Flying Service,\N,,CIE,Czech Republic
1948,D & D Aviation,\N,,DDA,United States
1949,D&K Aviation,\N,,DNK,United States
1950,DAP Helicopteros,\N,,DHE,Chile
1951,DFS UK Limited,\N,,VLF,United Kingdom
1952,DAS Air Cargo,\N,WD,DSR,Uganda
1953,DAS Airlines,\N,,RKC,Democratic Republic of the Congo
1954,DAT Danish Air Transport,\N,DX,DTR,Denmark
1955,DAT Enterprise Limited,\N,,ENT,United Kingdom
1956,DERA Boscombe Down,\N,,BDN,United Kingdom
1957,DESNA,\N,,DSN,Ukraine
1958,DETA Air,\N,,DET,Kazakhstan
1959,DGO Jet,\N,,DGO,Mexico
1960,DHL Aero Expreso,\N,,DAE,Panama
1961,DHL Air,\N,,DHK,United Kingdom
1962,DHL Aviation,\N,,DHV,South Africa
1963,DHL International,\N,ES,DHX,Bahrain
1964,DHL de Guatemala,\N,L3,JOS,Guatemala
1965,DSWA,\N,,RSK,United States
1966,Daallo Airlines,\N,D3,DAO,Djibouti
1967,Dagestan Airlines,\N,N2,DAG,Russia
1968,Dahla Airlines,\N,,DHA,Democratic Republic of Congo
1969,Daimler Chrysler Aviation,\N,,DCS,Germany
1970,Daimler-Chrysler,\N,,DCX,United States
1971,Daka,\N,,DKA,Kazakhstan
1972,Dala Air Services,\N,,DLR,Nigeria
1973,Dalavia,\N,H8,KHB,Russia
1974,Dallas Express Airlines,\N,,DXP,United States
1975,Damascene Airways,\N,,DAS,Syrian Arab Republic
1976,Danbury Airways,\N,,DSA,United States
1977,Dancopter,\N,,DOP,Denmark
1978,Danish Air Force,\N,,DAF,Denmark
1979,Danish Army,\N,,DAR,Denmark
1980,Danish Navy,\N,,DNY,Denmark
1981,Danu Oro Transportas,\N,,DNU,Lithuania
1982,Darta,\N,,DRT,France
1983,Darwin Airline,\N,0D,DWT,Switzerland
1984,Dasab Airlines,\N,,DSQ,Uganda
1985,Dash Air Charter,\N,,DSH,United States
1986,Dash Aviation,\N,,GOB,United Kingdom
1987,Dasnair,\N,,DGX,Switzerland
1988,Dassault Aviation,\N,,DAB,France
1989,Dassault Falcon Jet Corporation,\N,,CVF,United States
1990,Dassault Falcon Service,\N,,DSO,France
1991,Data International,\N,,DTN,Sudan
1992,Date Transformation Corp,\N,,XDT,United States
1993,Dauair,\N,D5,DAU,Germany
1994,David Crawshaw Consultants Limited,\N,,DCO,United Kingdom
1995,Dawn Air,\N,,DWN,United States
1996,DayJet,\N,,DJS,United States
1997,Daya Aviation,\N,,DAY,Sri Lanka
1998,De Havilland,\N,,DHC,Canada
1999,Deadalos Flugtbetriebs,\N,,IAY,Austria
2000,Decatur Aviation,\N,,DAA,United States
2001,Deccan Aviation,\N,,DKN,India
2002,Deccan Aviation (Lanka),\N,,DLK,Sri Lanka
2003,Deer Jet,\N,,DER,China
2004,Deere and Company,\N,,JDC,United States
2005,Delaware Skyways,\N,,DWR,United States
2006,Delta Aerotaxi,\N,,DEA,Italy
2007,Delta Air Charter,\N,,SNO,Canada
2008,Delta Air Elite,\N,,ELJ,United States
2009,Delta Air Lines,\N,DL,DAL,United States
2010,Delta Engineering Aviation,\N,,KMB,United Kingdom
2011,Delta Express International,\N,,DLI,Ukraine
2012,Delta State University,\N,,DSU,United States
2013,Denim Air,\N,,DNM,Netherlands
2014,Denver Express,\N,,FEC,United States
2015,Denver Jet,\N,,DJT,United States
2016,Departmento De Agricultura De La Generalitat De Cataluna,\N,,FGC,Spain
2017,Deraya Air Taxi,\N,,DRY,Indonesia
2018,Des R Cargo Express,\N,,DRX,Mauritania
2019,Desarrollo Milaz,\N,,MIZ,Mexico
2020,Destiny Air Services,\N,,DTY,Sierra Leone
2021,Deutsche Bahn,\N,2A,,Germany
2022,Deutsche Rettungsflugwacht,\N,1I,AMB,Germany
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,\N,,LFO,Germany
2024,Di Air,\N,,DIS,Serbia
2025,Diamond Aviation,\N,,SPK,United States
2026,Didier Rousset Buy,\N,,DRB,Chile
2027,Digital Equipment Corporation,\N,,DGT,United States
2028,Dinar,\N,D7,RDN,Argentina
2029,Diplomatic Freight Services,\N,,DIP,United Kingdom
2030,Direccion General de Aviacion Civil y Telecomunicasciones,\N,,ENA,Spain
2031,Direct Air,\N,,DIA,United States
2032,Direct Air trading as Midway Connection,\N,,XAP,United States
2033,Direct Flight,\N,,DCT,United Kingdom
2034,Sky Express,\N,,SXP,Poland
2035,Dirgantara Air Service,\N,AW,DIR,Indonesia
2036,Discover Air,\N,,DCV,United States
2037,Discovery Airways,\N,DH,DVA,United States
2038,Dispatch Services,\N,,XDS,United States
2039,Dix Aviation,\N,,DIX,Germany
2040,Dixie Airways,\N,,DEE,United States
2041,Djibouti Airlines,\N,D8,DJB,Djibouti
2042,Dniproavia,\N,,UDN,Ukraine
2043,Flying Dolphin Airlines,\N,,FDN,United Arab Emirates
2044,Dolphin Express Airlines,\N,,IXX,United States
2045,Dome Petroleum,\N,,DPL,Canada
2046,Dominguez Toledo (Grupo Mayoral),\N,,MYO,Spain
2047,Dominicana de Aviaci,\N,DO,DOA,Dominican Republic
2048,Domodedovo Airlines,\N,E3,DMO,Russia
2049,Don Avia,\N,,DVB,Kazakhstan
2050,Donair Flying Club,\N,,DON,United Kingdom
2051,DonbassAero,\N,5D,UDC,Ukraine
2052,Dorado Air,\N,,DAD,Dominican Republic
2053,Dornier,\N,,DOR,Germany
2054,Dornier Aviation Nigeria,\N,,DAV,Nigeria
2055,Dos Mundos,\N,,DOM,Dominican Republic
2056,Dragonair,\N,KA,HDA,DRAGON
2057,Dreamcatcher Airways,\N,,DCA,United Kingdom
2058,Druk Air,\N,KB,DRK,Bhutan
2059,Drummond Island Air,\N,,DRE,United States
2060,Dubai Airwing,\N,,DUB,United Arab Emirates
2061,Dubrovnik Air,\N,,DBK,Croatia
2062,Ducair,\N,,DUK,Luxembourg
2063,Duchess of Britany (Jersey) Limited,\N,,DBJ,United Kingdom
2064,UK Royal/HRH Duke of York,\N,,LPD,United Kingdom
2065,Dun'Air,\N,,DUN,Mauritania
2066,Duncan Aviation,\N,,PHD,United States
2067,Dunyaya Bakis Hava Tasimaciligi,\N,,VVF,Turkey
2068,Duo Airways,\N,,DUO,United Kingdom
2069,Durango Jet,\N,,DJE,Mexico
2070,Dutch Antilles Express,\N,,DNL,Netherlands Antilles
2071,Dutch Caribbean Express,\N,,DCE,Netherlands Antilles
2072,Dutchbird,\N,,DBR,Netherlands
2073,Dwyer Aircraft Services,\N,,DFS,United States
2074,Dynair Services,\N,,XDY,United States
2075,Dynamair Aviation,\N,,DNR,Canada
2076,Dynamic Air,\N,,DYE,Netherlands
2077,dba,\N,DI,BAG,Germany
2078,E H Darby Aviation,\N,,EHD,United States
2079,Electronic Data Systems,\N,1C,,Switzerland
2080,Electronic Data Systems,\N,,1Y,
2081,EAA Escola De Aviacao Aerocondor,\N,,EAD,Portugal
2082,Executive Airlines Services,\N,,EXW,Nigeria
2083,EFAOS- Agencia De Viagens e Turismo,\N,,EFS,Angola
2084,EFD Eisele Flugdienst,\N,,EFD,Germany
2085,EFS-Flugservice,\N,,FSD,Germany
2086,EIS Aircraft,\N,,EIS,Germany
2087,EPAG Groupe Air France,\N,,IAG,France
2088,ESI Eliservizi Italiani,\N,,ESI,Italy
2089,EU Airways,\N,,EUY,Ireland
2090,EUjet,\N,VE,EUJ,Ireland
2091,EVA Air,\N,BR,EVA,Taiwan
2092,Eagle Aero,\N,,ICR,United States
2093,Eagle Air,\N,,EGR,Sierra Leone
2094,Eagle Air,\N,H7,,Uganda
2095,Eagle Air Company,\N,,EGX,Thailand
2096,Eagle Air Iceland,\N,,FEI,Iceland
2097,Eagle Aviation,\N,,EGU,Uganda
2098,Eagle Aviation,\N,,GYP,United Kingdom
2099,Eagle Aviation France,\N,,EGN,France
2100,Eagle International,\N,,SEG,Senegal
2101,Eagle Jet Charter,\N,,EGJ,United States
2102,Eaglemed (Ballard Aviation),\N,,EMD,United States
2103,Earth Airlines Services,\N,,ERX,Nigeria
2104,East African,\N,QU,UGX,Uganda
2105,East African Safari Air,\N,S9,HSA,Kenya
2106,East African Safari Air Express,\N,,EXZ,Kenya
2107,East Asia Airlines,\N,,EMU,Macao
2108,East Coast Airways,\N,,ECT,South Africa
2109,East Coast Jets,\N,,ECJ,United States
2110,East Hampton Aire,\N,,EHA,United States
2111,East Kansas City Aviation,\N,,EKC,United States
2112,East Midlands Helicopters,\N,,CTK,United Kingdom
2113,East Star Airlines,\N,,DXH,China
2114,East-West Airlines,\N,,EWA,Australia
2115,Eastern Air,\N,,EAZ,Zambia
2116,Eastern Air Executive,\N,,EAX,United Kingdom
2117,Eastern Airways,\N,T3,EZE,United Kingdom
2118,Eastern Australia Airlines,\N,,EAQ,Australia
2119,Eastern Carolina Aviation,\N,,ECI,United States
2120,Eastern Executive Air Charter,\N,,GNS,United Kingdom
2121,Eastern Express,\N,,LIS,Kazakhstan
2122,Eastern Metro Express,\N,,EME,United States
2123,Eastern Pacific Aviation,\N,,EPB,Canada
2124,Eastern Sky Jets,\N,,ESJ,United Arab Emirates
2125,Eastland Air,\N,DK,ELA,Australia
2126,Eastwind Airlines,\N,W9,SGR,United States
2127,Easy Link Aviation Services,\N,,FYE,Nigeria
2128,Eckles Aircraft,\N,,CMN,United States
2129,Eclipse Aviation,\N,,EJT,United States
2130,Eco Air,\N,,ECQ,Nigeria
2131,Ecoair,\N,,DEI,Algeria
2132,Ecomex Air Cargo,\N,,ECX,Angola
2133,Ecotour,\N,,ECD,Mexico
2134,Ecoturistica de Xcalak,\N,,XCC,Mexico
2135,Ecuatoguineana De Aviacion (EGA),\N,,ECV,Equatorial Guinea
2136,Ecuatorial Cargo,\N,,EQC,Equatorial Guinea
2137,Ecuavia,\N,,ECU,Ecuador
2138,Edelweiss Air,\N,WK,EDW,Switzerland
2139,Edgartown Air,\N,,SLO,United States
2140,Edinburgh Air Charter,\N,,EDC,United Kingdom
2141,Edwards Jet Center of Montana,\N,,EDJ,United States
2142,Efata Papua Airlines,\N,,EIJ,Indonesia
2143,Egyptair,\N,MS,MSR,Egypt
2144,Egyptair Cargo,\N,,MSX,Egypt
2145,Egyptian Air Force,\N,,EGY,Egypt
2146,Egyptian Aviation,\N,,EJX,Egypt
2147,Egyptian Aviation Company,\N,,EMA,Egypt
2148,Ei Air Exports,\N,,EIX,Ireland
2149,Eirjet,\N,,EIR,Ireland
2150,El Al Israel Airlines,\N,LY,ELY,Israel
2151,El Caminante Taxi Aereo,\N,,CMX,Mexico
2152,El Quilada International Aviation,\N,,GLQ,Sudan
2153,El Sal Air,\N,,ELS,El Salvador
2154,El Sol De America,\N,,ESC,Venezuela
2155,El-Buraq Air Transport,\N,UZ,BRQ,Libya
2156,Elan Express,\N,,ELX,United States
2157,Elbe Air Transport,\N,,LBR,Germany
2158,Elbrus-Avia Air Enterprise,\N,,NLK,Russia
2159,Eldinder Aviation,\N,,DND,Sudan
2160,Elicar,\N,,PDV,Italy
2161,Elidolomiti,\N,,EDO,Italy
2162,Elieuro,\N,,ELB,Italy
2163,Elifriulia,\N,,EFG,Italy
2164,Elilario Italia,\N,,ELH,Italy
2165,Elilombarda,\N,,EOA,Italy
2166,Elimediterranea,\N,,MEE,Italy
2167,Elios,\N,,VUL,Italy
2168,Elipiu',\N,,IEP,Italy
2169,Elisra Airlines,\N,,RSA,Sudan
2170,Elite Air,\N,,EAI,Togo
2171,Elite Jets,\N,,EJD,United Arab Emirates
2172,Elitellina,\N,,FGS,Italy
2173,Elliott Aviation,\N,,ELT,United States
2174,Elmagal Aviation Services,\N,,MGG,Sudan
2175,Elrom Aviation and Investments,\N,,ELR,Israel
2176,Embassy Airlines,\N,,EAM,Nigeria
2177,Embassy Freight Company,\N,,EFT,United States
2178,Empresa Brasileira De Aeronautica,\N,,EMB,Brazil
2179,Embry-Riddle Aeronautical University,\N,,XSL,United States
2180,Emerald Airways,\N,,JEM,United Kingdom
2181,Emery Worldwide Airlines,\N,,EWW,United States
2182,Emetebe,\N,,EMT,Ecuador
2183,Emirates,Emirates Airlines,EK,UAE,United Arab Emirates
2184,Emoyeni Air Charter,\N,,SBC,South Africa
2185,Empire Air Service,\N,,EMP,United States
2186,Empire Airlines,\N,EM,CFS,United States
2187,Empire Aviation Services,\N,,MPR,Nigeria
2188,Empire Test Pilots' School,\N,,ETP,United Kingdom
2189,Empresa (Aero Uruguay),\N,,AUO,UNIFORM OSCAR
2190,Empresa Aero-Servicios Parrague,\N,,PRG,Chile
2191,Empresa Aerocaribbean,\N,,CRN,Cuba
2192,Empresa Aviacion Interamericana,\N,,VNA,Uruguay
2193,Empresa Ecuatoriana De Aviacion,\N,EU,EEA,Ecuador
2194,Empresa Nacional De Servicios Aereos,\N,,CNI,Cuba
2195,Empresa Venezolana,\N,,VNE,Venezuela
2196,Empresa de Aviacion Aerogaviota,\N,,GTV,Cuba
2197,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,\N,,XLT,Brazil
2198,Endecots,\N,,ENC,Ecuador
2199,Enimex,\N,,ENI,Estonia
2200,Enkor JSC,\N,G8,ENK,Russia]]
2201,Enrique Gleisner Vivanco,\N,,EGV,Chile
2202,Ensenada Vuelos Especiales,\N,,ESE,Mexico
2203,Entergy Services,\N,,ENS,United States
2204,Enterprise World Airways,\N,,EWS,Democratic Republic of the Congo
2205,Eos Airlines,\N,E0,ESS,United States
2206,Equaflight Service,\N,,EKA,Republic of the Congo
2207,Equatair Air Services (Zambia),\N,,EQZ,Zambia
2208,Equatorial Airlines,\N,,EQT,Equatorial Guinea
2209,Era Helicopters,\N,,ERH,United States
2210,Eram Air,\N,,IRY,Iran
2211,Erfoto,\N,,ERF,Portugal
2212,Erie Airways,\N,,ERE,United States
2213,Eritrean Airlines,\N,B8,ERT,Eritrea
2214,Escuela De Pilotos Are Aviacion,\N,,CTV,Spain
2215,Espace Aviation Services,\N,,EPC,Democratic Republic of the Congo
2216,Esso Resources Canada,\N,,ERC,Canada
2217,Estafeta Carga Aerea,\N,E7,ESF,Mexico
2218,Estonian Air,\N,OV,ELL,Estonia
2219,Estrellas Del Aire,\N,,ETA,Mexico
2220,Ethiopian Airlines,\N,ET,ETH,Ethiopia
2221,Eti 2000,\N,,MJM,Italy
2222,Etihad Airways,\N,EY,ETD,United Arab Emirates
2223,Etram Air Wing,\N,,ETM,Angola
2224,Euraviation,\N,,EVN,Italy
2225,Euro Continental AIE,\N,,ECN,Spain
2226,Euro Exec Express,\N,RZ,,Sweden
2227,Euro Sun,\N,,ESN,Turkey
2228,Euro-Asia Air,\N,,EAK,Kazakhstan
2229,Euro-Asia Air International,\N,,KZE,Kazakhstan
2230,EuroAtlantic Airways,\N,,MMZ,Portugal
2231,EuroJet Aviation,\N,,GOJ,United Kingdom
2232,Euroair,\N,,EUP,Greece
2233,Euroamerican Air,\N,,EUU,Uruguay
2234,Euroceltic Airways,\N,,ECY,United Kingdom
2235,Eurocontrol,\N,,EUC,Belgium
2236,Eurocopter,\N,,ECF,France
2237,Eurocypria Airlines,\N,UI,ECA,Cyprus
2238,Eurofly,\N,,EEZ,Italy
2239,Eurofly Service,\N,GJ,EEU,Italy
2240,Euroguineana de Aviacion,\N,,EUG,Equatorial Guinea
2241,Eurojet Italia,\N,,ERJ,Italy
2242,Eurojet Limited,\N,,JLN,Malta
2243,Eurojet Romania,\N,,RDP,Romania
2244,Eurojet Servis,\N,,EJS,Czech Republic
2245,Eurolot,\N,K2,ELO,Poland
2246,Euromanx Airways,\N,3W,EMX,Austria
2247,Europe Air Lines,\N,,GED,France
2248,Europe Airpost,\N,,FPO,France
2249,European 2000 Airlines,\N,,EUT,Malta
2250,European Aeronautical Group UK,\N,,EAG,United Kingdom
2251,European Air Express,\N,EA,EAL,Germany
2252,European Air Transport,\N,QY,BCS,Belgium
2253,European Aviation Air Charter,\N,E7,EAF,United Kingdom
2254,European Business Jets,\N,,EBJ,United Kingdom
2255,European Coastal Airlines,\N,,ECB,Croatia
2256,European Executive,\N,,ETV,United Kingdom
2257,European Executive Express,\N,,EXC,Sweden
2258,Eurosense,\N,,EBG,Bulgaria
2259,Euroskylink,\N,,ESX,United Kingdom
2260,Eurowings,\N,EW,EWG,Germany
2261,Evergreen International Airlines,\N,EZ,EIA,United States
2262,Everts Air Alaska/Everts Air Cargo,\N,,VTS,United States
2263,Examiner Training Agency,\N,,EMN,United Kingdom
2264,Excel Airways,\N,JN,XLA,United Kingdom
2265,Excel Charter,\N,,XEL,United Kingdom
2266,Excellent Air,\N,,GZA,Germany
2267,Execair Aviation,\N,MB,EXA,Canada
2268,Execujet Charter,\N,,VCN,Switzerland
2269,Execujet Middle East,\N,,EJO,United Arab Emirates
2270,Execujet Scandinavia,\N,,VMP,Denmark
2271,Executive Aerospace,\N,,EAS,South Africa
2272,Executive Air,\N,,LFL,Zimbabwe
2273,Executive Air Charter,\N,,EAC,United States
2274,Executive Air Fleet,\N,,XAF,United States
2275,Executive Aircraft Charter and Charter Services,\N,,ECS,Ireland
2276,Executive Aircraft Services,\N,,XAH,United Kingdom
2277,Executive Airlines,\N,OW,EXK,United States
2278,Executive Airlines,\N,,EXU,Spain
2279,Executive Aviation Services,\N,,JTR,United Kingdom
2280,Executive Flight,\N,,EXE,United States
2281,Executive Flight Operations Ontario Government,\N,,TRI,Canada
2282,Executive Jet Charter,\N,,EXJ,United Kingdom
2283,Executive Jet Management,\N,,EJM,United States
2284,Executive Turbine Aviation,\N,,TEA,South Africa
2285,Eximflight,\N,,EXF,Mexico
2286,Exin,\N,,EXN,Poland
2287,Expertos En Carga,\N,,EXR,Mexico
2288,Expo Aviation,\N,8D,EXV,Sri Lanka
2289,Express Air,\N,,FXA,United States
2290,Express International Cargo,\N,,EIC,S
2291,Express Line Aircompany,\N,,XPL,United States
2292,Express Net Airlines,\N,,XNA,United States
2293,Express One International,\N,EO,LHN,United States
2294,Express Tours,\N,,XTO,Canada
2295,ExpressJet,\N,XE,BTA,United States
2296,Exxavia Limited,\N,,JTM,Ireland
2297,easyJet,EasyJet Airline,U2,EZY,United Kingdom
2298,NetJets,\N,,EJA,United States
2299,F.S. Air Service,\N,,EYE,United States
2300,FAI Airservice,\N,,IFA,Germany
2301,FINFO Flight Inspection Aircraft,\N,,FLC,United States
2302,FLM Aviation Mohrdieck,\N,,FKI,Germany
2303,FLTPLAN,\N,,DCM,United States
2304,FLowair Aviation,\N,,FLW,France
